able protect,able protect self,able protect sickness,able put,able put safety,able wash,able wash hands,abstain public,abstain public gatherings,according guidelines,according information,according information got,according moh,actually worry,actually worry getting,adopted work,advise children,advise children stay,advise follow,advise follow social,advise respect,advise respect elders,advised measures,advised stay,advised stay home,alone gathering,alone gathering home,alone home,alone home public,alone house,alone like,alone like remain,already known,already known preventive,already living,already living home,also apply,also apply safety,also facilities,also facilities washing,always covid_,always covid_ time,always guided,always guided parents,always home,always house,always house safe,always like,always like sitting,always one,always one place,always wash,always wash hands,anybody yet,anybody yet village,anything life,anything support,anything support family,apart coronas,apply prevention,apply prevention measures,apply safety,apply safety measures,applying hand,applying hand sanitizer,applying safety,applying safety measures,applying social,applying social distance,area home,area home told,area hot,available home,avoid contact,avoid getting,avoid getting corona,avoid random,avoid random movement,avoid social,avoid social gathering,avoid stressing,avoid stressing disease,avoided groups,aware preventive,aware preventive measures,aware preventive procedures,away home,back school,bad home,beacuse cronavirus,beacuse cronavirus infection,beacuse iam,beacuse iam following,beacuse stay,beacuse stay parents,beacuse staying,beacuse staying family,becouse safe,believe god,believe safe,believed safety,believed safety measures,best self,best self quarantine,better alone,better alone home,better care,better cure,big number,big number washing,body come,body come virus,bout life,bout life required,broadcasting people,broadcasting people stay,brothers sisters,cannot affect,care bout,care bout life,care government,care government protect,care self,carried hands,carried hands washing,carriers coronavirus,case covid,case covid reported,cases going,cases going low,cases non,cases non reported,catch virus,chances contracting,chances contracting viruses,checks people,children advised,children advised stay,children always,children always guided,children covid,children home,children stay,children stay home,clean environment,come contact,come contact greet,come contact people,come virus,comes house,coming house,concern life,confined home,confined home actually,congested like,congested like school,congestion home,congestion home greeting,consider home,consider home safe,constant washing,constant washing hands,contact greet,contact greet people,contact people,contacts home,contracting viruses,contracting viruses less,control self,corona home,corona serious,corona serious disease,corona south,corona south sudan,corona virus,coronas area,coronas killed,coronas killed anybody,coronas regular,coronas regular washing,coronas village,coronavirus yei,covid cases,covid cases non,covid home,covid home alone,covid home koch,covid know,covid know whether,covid measures,covid measures worry,covid pandemic,covid preventive,covid preventive measures,covid reported,covid reported area,covid social,covid social distancing,covid village,covid village heard,covid_ social,covid_ social distancing,covid_ time,coz never,coz never move,cronavirus infection,crowd home,die coronas,die coronas village,died coronas,died coronas area,difficult time,disease kill,disease kill like,distance etc,distance good,distance good home,distance home,distance observed,distance policy,distance putting,distance putting face,distance putting facemasks,distancing carried,distancing carried hands,distancing grouping,distancing guidelines,distancing guidelines place,distancing home,distancing maintain,distancing maintain home,distancing must,distancing must observed,distancing observed,distancing observed home,distancing place,distancing place grouping,distancing properly,distancing wearing,distancing wearing facemask,distancing well,distancing well maintained,eager back,eager back school,easy keep,easy keep social,effect virus,enough water,enough water home,environment good,environment good hand,every things,every things stopped,every time,everyone home,everyone take,everyone take care,exposed people,exposed people may,exposed public,exposed risk,exposed risk side,face mask,face mask hand,face masks,facilities available,facilities available home,facilities washing,facility home,family members,family protection,family protection getting,family safe,far die,far die coronas,father home,father tells,father tells take,fear anything,fear anything life,feel healthy,feel nothing,feel safe home,feel safe place,feel safety,feel safety home,feel secure,feel secure public,feel secured,feel staying,feel staying home,feel worried,feel worried home,feel worry,feel worry protecting,feeling well,feels safe,feels safe home,fewer contacts,fewer contacts home,fill hand,fill hand wash,fine house,fine safe,fine safe house,follow covid,follow covid measures,follow guidelines,follow instructions,follow measures,follow measures constant,follow precautionary,follow precautionary measures,follow prevention,follow prevention measures,follow preventive,follow preventive measures,follow protective,follow protective measures,follow safety,follow safety measures,follow social,follow social distancing,following covid,following covid measures,following covid preventive,following instructions,following measures,following measures cronavirus,following precautionary,following precautionary measures,following preventive,following preventive measures,found virus,found virus county,free civic,free home,frequently use,frequently use hand,gather together,gather together big,gathering hands,gathering hands checks,gathering home,get anything,get anything support,get covid,getting contact,getting corona,getting corona virus,getting coronavirus,getting infection,getting infection covid,getting virus,global problem,go school,go school going,god concern,god concern life,god great,god protecting,god respnsibility,going low,going market,going visit,going visit neighbours,good always,good always home,good hand,good hand wash,good home,good protection,good reducing,good reducing spread,got radio,got radio ministry,government protect,great contact,greet people,greet people wash,greeting hands,greeting hands washing,grouping hands,grouping hands checks,grouping home,grouping home pandemic,groups many,groups many people,guidance parents,guide us,guide us stay,guided parents,guided parents home,guidelines place,hand frequently,hand hygiene,hand hygiene washing,hand sanitizer,hand sanitizer smear,hand sanitizer throughout,hand time,hand wash,hand wash facilities,hand washing,hand washing facilities,hand washing facility,hand washing tap,hands alcohol,hands also,hands also facilities,hands always,hands checks,hands checks people,hands every,hands every time,hands frequently,hands frequently use,hands put,hands put face,hands routine,hands routine home,hands sanitizer,hands soap,hands soap water,hands soaps,hands social,hands social distance,hands washing,hands washing facilities,hands water,hands water soap,handwashing tap,handwashing tap hand,health said,health said stay,healthy according,healthy according guidelines,healthy according information,healthy according moh,healthy home,hear covid,hear covid cases,hear covid know,hear radio,heard radio,heard radio people,heard radio stay,heard town,helping avoided,helping avoided groups,home actually,home actually worry,home alone,home always,home always covid_,home believe,home believe safe,home best,home best self,home bored,home chances,home chances contracting,home confine,home congested,home congested like,home congestion,home covid,home exposed,home exposed public,home family,home feel,home feel secure,home fill,home fill hand,home fine,home free,home gauranteed,home get,home get covid,home good,home good reducing,home greeting,home greeting hands,home home,home infected,home infected covid,home infection,home keep,home keep necessary,home keeping,home keeping social,home koch,home koch large,home less,home less crowded,home like,home like face,home like handwashing,home live,home live already,home live known,home maintaining,home maintaining social,home make,home make one,home observe,home one,home one safe,home pandemic,home pandemic time,home parents,home public,home public places,home rather,home rather side,home recommendable,home recommendable covid,home safe covid,home safe following,home safe place,home safe school,home safe wash,home safely,home safer,home safer public,home safest,home safest place,home safey,home secure,home secure places,home self,home self people,home since,home since family,home social,home social distancing,home teaching,home told,home told stay,home totally,home unless,home unless infected,home wash,home wash hands,home wd,home wd gather,home worry,house safe,house worried,hygiene washing,iam alone,iam already,iam already living,iam applying,iam applying social,iam family,iam family members,iam following,iam following measures,iam home,iam home parents,iam old,iam protected,iam safe,iam seperate,iam seperate public,iam staying,iam staying alone,ineract people,ineract people home,infect home,infected covid,infected person,infected person comes,infected person meet,infection covid,infection covid home,information got,information got radio,interact many,interact many people,interacting much,interacting much people,interaction people,interactions people,isolated people,keep necessary,keep necessary safety,keep safety,keep safety measures,keep social,keep social distance,keep social distancing,keep washing,keep washing hands,keeping greeting,keeping scial,keeping scial distancing,keeping social,keeping social distance,keeping social distancing,keeping social distant,kill like,kill like coronas,killed anybody,killed anybody yet,kilss apart,kilss apart coronas,know prevent,know prevent coronas,know take,know take care,know whether,know whether corona,knowledge proventive,knowledge proventive measures,known preventive,known preventive measures,knows preveintive,knows preveintive measures,koch large,lam maintaining,lam maintaining social,lam protected,lam protected virus,late worried,late worried things,learned moh,learned moh staying,learned prevent,learners eager,learners eager back,learning taking,learning taking place,less crowded,life better,life better care,life difficult,life difficult time,life god,life god respnsibility,life required,life required materials,life responsibility,life responsibility god,like coronas,like face,like face mask,like handwashing,like handwashing tap,like remain,like remain home,like school,like sitting,like sitting alone,little movement,live already,live known,live known preventive,living home,living one,living one place,machine testing,machine testing virus,maintain distance,maintain home,maintained home,maintaining social,maintaining social distance,maintaining social distancing,make one,make one get,make sure,make sure covid_,makes worry,many contact,many people,many people social,many sickness,many sickness kilss,mask hand,mask hand washing,mask mouse,mask mouse applying,mask mouse hands,materials home,materials home like,may carriers,may carriers coronavirus,may infected,may infected person,mbing put,measures cannot,measures cannot affect,measures constant,measures constant washing,measures covid,measures covid home,measures covid_,measures cronavirus,measures disease,measures home,measures home like,measures installed,measures move,measures move away,measures place,measures place home,measures place keeping,measures place social,measures provided,measures provided moh,measures put,measures put place,measures set,measures set ministry,measures used,measures used protections,measures worry,meeting people,ministry health,ministry health said,missing people,missing people protect,mixing others,mixing others people,moh normally,moh normally broadcasting,moh said,moh said stay,moh staying,moh staying home,mouse applying,mouse applying hand,mouse hands,mouse hands sanitizer,move away,move away home,move community,movement controlled,movement follow,movement follow preventive,movement places,much interactions,much interactions people,much people,much people side,must observed,necessary safety,necessary safety measures,need people,need people worry,need since,need since global,never move,never seen,never seen sick,nobody around,nobody coming,nobody coming house,nobody outside,nobody outside coming,noe far,noe far die,non reported,non reported area,normally broadcasting,normally broadcasting people,normally hear,normally hear radio,nothing bad,nothing bad home,nothing fear,nothing infect,nothing infect home,nothing safe,nothing safe home,nothing threat,nothing threatening,number people,number people living,number washing,number washing hands,observe distance,observe distance policy,observe preventive,observe preventive measures,observe social,observe social distancing,observed home,observed social,observed social distancing,observing social,observing social distancing,one family,one found,one found virus,one get,one get anything,one place,one safe,one safe getting,others people,outside coming,outside coming house,pandemic time,pandemic time avoid,parents brothers,parents brothers sisters,parents guide,parents guide us,parents home,parents supportive,parents supportive towards,people home,people living,people living one,people maintain,people maintain distance,people may,people may carriers,people protect,people protect covid,people side,people social,people social distancing,people stay,people stay home,people staying,people staying home,people wash,people wash hand,people worry,person comes,person comes house,person meet,place frequently,place grouping,place home,place keeping,place keeping social,place safety,place safety measures,place social,place social distance,place stay,places avoid,places avoid getting,places avoided,practice social,practice social distancing,practicing hand,practicing hand hygiene,practicing preventive,practicing preventive measures,precautionary measures,preveintive measures,prevent coronas,prevent coronas regular,prevention better,prevention better cure,prevention measures,preventive measures,preventive measures covid_,preventive measures disease,preventive measures home,preventive measures move,preventive measures place,preventive measures set,preventive procedures,problem makes,problem makes worry,proper guidance,proper guidance parents,protect applying,protect applying safety,protect covid,protect self,protect self children,protect self using,protect sickness,protected getting,protected getting virus,protected virus,protecting hand,protecting hand hygiene,protecting self,protection getting,protection getting infection,protection place,protective measures,protects self,proventive measures,provided moh,public gatherings,public place,public place frequently,public places,public places avoid,put face,put face masks,put place,put place safety,put safety,put safety measures,putting face,putting face masks,putting facemasks,radio ministry,radio ministry health,radio people,radio people stay,radio stay,radio stay home,random movement,random movement follow,rather side,rather side home,really god,really god protecting,reason late,reason late worried,reason woried,recommendable covid,recommendable covid pandemic,reducing spread,reducing spread covid,regular washing,regular washing hands,remain home,reported area,reported area home,required materials,required materials home,respect elders,response given,responsibility god,risk side,routine home,routine home observe,safe children,safe children home,safe covid,safe follow,safe follow covid,safe follow precautionary,safe follow preventive,safe following,safe following precautionary,safe getting,safe getting coronavirus,safe go,safe go school,safe healthy,safe healthy according,safe home,safe home bored,safe home covid,safe home maintaining,safe home pandemic,safe home unless,safe house,safe keeping,safe keeping greeting,safe move,safe normally,safe normally hear,safe place,safe school,safe stay,safe stay home,safe wash,safe wash hand,safe wash hands,safer public,safer public places,safest place,safest place stay,safety date,safety home,safety home rather,safety measures,safety measures cannot,safety measures covid,safety measures installed,safety measures place,safety measures provided,safety measures put,said stay,said stay home,sale nobody,sale nobody around,sanitizer smear,sanitizer smear hands,sanitizer throughout,save move,saving god,school advised,school advised measures,school going,school going market,school hand,school hand washing,scial distancing,secure places,secure public,secure public places,secured come,secured come contact,secured home,security home,security home gauranteed,see catch,see catch virus,seeing effect,seeing effect virus,seen sick,seen sick person,seen someone,seen someone died,self care,self children,self children covid,self people,self protection,self quarantine,self using,self using mask,seperate public,seperate public places,serious disease,serious taught,serious taught would,set ministry,set ministry health,sick person,sickness kilss,sickness kilss apart,side home,sign covid,since abstain,since abstain public,since confined,since confined home,since family,since family protection,since global,since global problem,single sign,single sign covid,sitting alone,sitting alone like,smear hands,smear hands alcohol,soap enough,soap enough water,soap water,social distance,social distance etc,social distance good,social distance home,social distance observed,social distance putting,social distancing,social distancing carried,social distancing grouping,social distancing guidelines,social distancing home,social distancing maintain,social distancing must,social distancing observed,social distancing place,social distancing properly,social distancing wearing,social distancing well,social distant,social gathering,social gathering hands,social places,social places avoided,someone died,someone died coronas,south sudan,spread covid,state safe,state safe covid,stay clean,stay clean environment,stay family,stay family members,stay home family,stay home infected,stay home safe,stay home safety,stay parents,stay parents home,stay safe normally,stay safe wash,staying alone,staying alone home,staying family,staying family members,staying home,staying home confine,staying home good,staying home make,staying home safer,staying home since,staying parents,staying safe,staying safe healthy,stays self,stressing disease,stressing disease kill,support family,supportive towards,supportive towards education,sure covid_,sure covid_ social,take care,take care government,take care self,takes safety,takes safety measures,taking place,taking precautionary,taking precautionary measures,tap hand,tap hand sanitizer,taught would,tells take,testing virus,testing virus need,thing saving,thing saving god,things stopped,think safe,think safe home,threat area,time avoid,time avoid social,together big,together big number,told greet,told greet people,told stay,told stay home,towards education,trust god,trust parents,trust people,trust people staying,unless house,unless infected,unless infected person,us stay,us stay safe,use hand,use hand sanitizer,use protect,use protect self,used mask,used mask mouse,used protections,used social,used social distance,using mask,using mask mouse,usually stay,usually stay home,village heard,village heard town,virus county,virus need,virus need people,viruses less,visit neighbours,want house,want work,want work staying,wash facilities,wash hand,wash hand time,wash hands,wash hands also,wash hands always,wash hands frequently,wash hands put,wash hands soap,wash hands soaps,wash hands social,wash soap,wash soap enough,washing facilities,washing facilities available,washing facility,washing facility home,washing hand,washing hand frequently,washing hands,washing hands every,washing hands routine,washing hands social,washing hands water,washing tap,washing tap hand,water home,water home fill,water soap,wd gather,wd gather together,weak seen,weak seen someone,wearing facemask,well maintained,well maintained home,went staying,went staying home,whether corona,whether corona south,within public,work staying,work staying home,world wide,worried home,worried home believe,worried home totally,worried protect,worried protect applying,worried things,worried went,worried went staying,worry fence,worry getting,worry getting corona,worry keeping,worry keeping social,worry protecting,worry protecting self,worry since,worry since abstain,yet village
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
