able understand well,absence interactive teaching,absence radio home,access listen radio,access online lessons,access radio home,access radio lessons,access radio parents,access radio radio,access radio times,access radios committed,access radios located,accurate information lessons,across radio lessons,across tonj district,activities give less,activities instance tea,activities related schools,activities time listen,affect station hence,affected learning break,affecting south sudan,afford get dry,air time call,aired specific time,allow concentrate study,allowed school work,alone also difficult,also busy work,also closed crona,also difficult understand,also duration lessons,also prevent learn,also saying children,always need reminded,areas radio coverage,areas radio station,around help things,arranged according classes,ask chance time,ask moderator repeat,ask questions clarification,ask seems interested,ather work home,ather work shop,attend compare school,attend lesions everyday,attend lessons daily,attend lessons radio,attend radio every,attend radio lessons,attend three time,attending radio learning,attending radio lessons,attending school compound,attends programs less,attention rario lessons,attention teachers class,audio songs pupils,august reason learn,available hands many,available help learners,away miss also,back home time,back program finished,balance domestic work,balancing domestic work,base learning opened,battery goes low,battery gose loss,battery operate radio,battery phone calling,beacuas effect covid,beacuse school close,begin away miss,benefiting much limited,books markets business,books study home,bored radio lessons,break pandemic disease,break virus country,broadcast less coverage,broadcast right way,brothers sisters upper,busy activities home,busy domestic work,busy engaged activities,busy garden work,busy others activity,busy playing football,busy work home,busy works home,buy enough battery,buy radio parents,call presentors little,capacity understand radio,carrid result closure,cases children keep,catch program radio,cell finished sometimes,cells may us,certain things difficult,chalkboard better air,chance explanations clear,chance studies home,chance time limit,child still small,child want ask,children always need,children attend lesson,children attending radio,children children playing,children engaged domestic,children engaged playing,children enough home,children even lost,children going get,children keep time,children learn air,children miss lesson,children need supervision,children playing much,children prefer playing,children said topics,children south sudan,children taking radio,children time listen,children understand radio,class since learners,class teaching happening,classes lesson learner,classes making hard,close busy work,closed crona virus,closed due covid,closure school due,come across radio,come back home,come back program,come started understand,committed domestic work,committed domestic works,committed duties home,committed listening radio,committed things home,community members sometimes,compared lessons school,compared one school,compared school time,complicated language hard,concentrate like school,concentrates radio lessons,concentrating books hard,concentration reading books,conducted day time,constant class lessons,coronavirus real kill,correct well unless,cost full afford,could understand easily,country well world,cover us studying,coverage covered defunct,coverage learners access,coverage low parts,covered defunct tonj,covid anybody help,covid dangerous life,coz radio available,cre taught radio,crisis affecting south,dad sometimes lock,daily lessons like,daughter listening left,day time students,defend access radio,defunct tonj state,delivered learners chalkboard,detail sometimes time,determine whether children,different one home,difficult follow radio,difficult get absence,difficult gethered one,difficult understand english,difficult understand lessons,difficult understand requires,difficult understand sciences,difficulty following methods,discouraged closure schools,discouraged closures schools,disease affect everywhere,disease may get,dislike listening radio,doesnt receive channel,doest bring station,domestic activities give,domestic chores also,domestic work activities,domestic work affected,domestic work allow,domestic work also,domestic work concentrating,domestic work hindrance,domestic work home,domestic work limit,domestic work limits,domestic work prevent,domestic work school,domestic work studies,domestic work time,domestic works especially,domestic works home,domestic works time,dry cell finished,dry cells may,due access radio,due break virus,due covid pandemic,due domestic work,due economic crisis,due home committed,due lack power,due lack radio,due less time,due limit time,due limited time,due much work,due radio problem,due restrictions covid,due school close,due whether doest,duration lessons short,early sometimes time,easy get radio,easy understand enough,economic crisis affecting,enable attend radio,encompasses association people,engage activities home,engage children attend,engage domestic works,engage home activities,engage home domestic,engage ment domestic,engaged activities home,engaged activities related,engaged community activities,engaged domestic activities,engaged domestic work,engaged domestic works,engaged garden activity,engaged household duties,engaged income generating,engaged small activity,english lessons radio,english limited language,enough battery operate,enough certain things,enough compared lessons,enough got school,enough learners catch,enough learners get,enough make school,enough parents children,enough radio lessons,enough radio program,enough studies like,enough teachers sometimes,enough time radio,enough time time,especially home non,even chance explanations,even family awareness,even listen radio,even lost books,ever busy home,everyone access radio,expensive buy radio,explanation detail sometimes,explanation radio short,explanations clear classrooms,extra work home,face face lessons,face face talking,face face teaching,face talking lessons,face teaching attention,failed understand time,families radios home,family send go,farm little time,fast learner follow,fast room questions,fast slow learners,faster cost full,faster could understand,faster radio program,faster understand time,fathers using radio,favorable catch lesson,feel bored radio,feel discouraged closure,finds students committed,fm signals county,follow lessons time,follow radio every,follow radio program,frank especially home,frastrusted closure schools,frastrusted lives home,free moment stay,full time table,functioning due covid,functioning due rain,garden sometimes limit,garden work school,gathering radio lessons,generating activities instance,get concept lesson,get concept lessons,get dry cell,get little radio,get position government,get radio heard,get subjects taught,gethered one place,getting enough radio,getting information lesson,girls committed domestic,girls engaged domestic,girls taken domestic,give less time,give time concentrate,give time reading,given children children,given concerning subjects,given favorable catch,given lessons enough,given much time,giving hard work,giving quality lessons,go bring water,go field cultivates,go net work,goes low study,going get position,good air time,good precise understand,gose loss lesson,got lesson chance,got spoiled access,government tomorrow let,grandfather home order,guidance even effective,guidance given concerning,hands many community,hard correct well,hard due limited,hard follow lessons,hard one hour,hard practice practical,hard read understand,hard since radio,hard sometimes engaged,hard specific class,hard timing radio,hard understand concepts,hard understand radio,hard us teachers,hard work home,hear see hear,heard difference subject,heard get radio,heard understand radio,help achild forget,help brothers sisters,help home since,help revised book,help time enough,helping studies home,helping us failed,hence listen times,hence makes understanding,home additional work,home also saying,home base learning,home come back,home domestic works,home enable attend,home give time,home hard timing,home listen always,home look home,home many things,home mean hard,home non listening,home number attends,home order attend,home parents home,home people things,home prevent us,home since engaged,home sometimes owner,home time radio,home work given,homes radio available,homework note taking,hope reopening schools,hope school going,hope school open,house work allowed,house work also,household access radios,household radio poor,hurry poor net,important learning air,incase sharing things,income generating activities,inefficiency radio lessons,infants attending radio,information lessons taught,inside going somewhere,instance tea making,interactive teaching made,interested learned radio,interested listening radio,interested radio lessons,irregularities radio lessons,keep fresh knowledge,keep time listen,know disease may,know importance radio,know radio lessons,know real times,know school going,know school open,know time lessons,know time radio,lack air times,lack networking across,lack power charge,lack power village,lack radio batteries,lack radio challenge,lack radio home,lack radio lessons,lack radio source,lack radios engagement,lack radios families,lack radios family,lack radios learners,lack source energy,lacking full time,language hard understand,late due home,leaning leass covid,learn compared one,learn one radio,learn radio short,learned radio programs,learner take seriously,learners access listen,learners access radio,learners areas radio,learners benefiting much,learners busy garden,learners catch program,learners chalkboard school,learners daily live,learners engaged activities,learners engaged domestic,learners follow radio,learners following radios,learners get concept,learners getting enough,learners interested listening,learners know time,learners listen radio,learners may catch,learners never mind,learners one help,learners paying attention,learners radios home,learners scattered difficult,learners study self,learners time engaged,learners understand english,learning break pandemic,learning encompasses association,learning fast learner,learning fast room,learning frank especially,learning frastrusted closure,learning go individually,learning less home,learning less primary,learning low compare,learning materials good,learning opened recently,learning radio enough,learning radio well,learning taking place,learning time enough,learnt nothing better,left put phone,lesions aired specific,lesions class aired,less access radio,less broadcast less,less concentration follow,less feel frastrusted,less help teachers,less home base,less primary pupils,less time boardcasted,less time broadcast,less time given,less time studies,lesson chalkboard better,lesson due radio,lesson like audio,lesson need help,lesson period radio,lesson use complicated,lessons begin away,lessons broadcast right,lessons carrid result,lessons clear radio,lessons cover us,lessons dad sometimes,lessons daily lessons,lessons engaged domestic,lessons enough teachers,lessons give radio,lessons hard since,lessons home mean,lessons lack batteries,lessons less clear,lessons like cre,lessons many school,lessons normally conducted,lessons normally finds,lessons precise detailed,lessons radio coverage,lessons radio like,lessons radio young,lessons serious said,lessons short precise,lessons special class,lessons systematic like,lessons taught radio,lessons taught science,lessons time radio,lessons time well,lessons want hear,let go field,like audio songs,like cre taught,like lessons school,like normal lessons,like playing much,like radio lesson,like real lessons,like school functioning,like school lesson,like school lessons,limit attending radio,limit time enough,limited access radio,limited compared school,limited time ask,limited time studies,limits study children,limits study home,listen lessons home,listen radio always,listen radio chance,listen radio lesson,listen radio program,listen time playing,listening left put,listening program ask,listening programs radio,listening radio learners,listing radio lesson,little radio lessons,little time listen,little time radio,little time sometimes,little time watch,little work school,located areas radio,lock radio inside,locked inside house,look home sometimes,loss hope school,lost books markets,lot home work,lot things school,lot work home,low capacity understand,low compare school,low participation teachers,low parts country,low parts states,low understand learners,majority learners access,make school work,makes understanding content,making hard us,making road side,many community members,many learners follow,many learners radios,many people radios,many radio others,materials used enough,may catch easily,may get finished,may us tune,mean hard practice,members sometimes network,ment domestic work,mind listen radio,miss also duration,miss certain lessons,miss lesson due,miss lessons lack,miss lessons radio,missing lot things,moderator repeat since,moderator seen hence,money buy enough,mostly girls taken,much children even,much concentration studies,much domestic work,much found teacher,much limited time,much time home,much work done,much work garden,much work home,music time lesson,need close helper,need face face,need help guidance,need learning school,need reminded study,need somebody help,need supervision tried,needs teacher support,net work coverage,net work good,net works lack,network always bad,network doesnt receive,network problem incase,networking across tonj,never know disease,never mind listen,nextwork coverage covered,night difficult get,nobody help revised,non listening radio,normally conducted day,normally finds students,normally hard specific,normally need face,nothing better school,nothing keep busy,number attends programs,occupied domestic work,one assisting us,one concentrate like,one concentrates radio,one directs us,one help home,one helping homework,one helping studies,one helping us,one night difficult,one radio used,one see teacher,one station sometimes,one subject taught,one tell pick,one within radio,open radio late,opened recently august,order attend lessons,others know time,otherwise reluctant since,owner means learning,parents follow radio,parents giving hard,parents listening programs,parents radio home,parents serious engage,participation teachers bad,paying attention rario,people committed activities,people enough radio,people follow lessons,people prefer listen,people radio talk,people radios home,people worry stage,period radio short,personnel radio attend,phone atime mum,phone battery goes,phone battery gose,phone calling presentors,phone go net,phone radio follow,phone stoped listening,phone taken away,place schools closed,play always home,play home parents,play lot phone,playing attending radio,playing much children,poor net works,poor timing family,position government tomorrow,power charge phone,power charging radio,power may phone,practical lessons home,practical one guide,practice also marking,practice due access,practice practical lessons,prefer listen programs,prefer playing attending,present also good,present teacher good,present teacher important,presentors little time,prevent learn less,prevent studying home,prevent us listening,primary pupils normally,problem incase sharing,program ask seems,program fast brief,program people radio,program short fast,program short hard,program short precise,program short slow,program start middle,proper network coverage,provide radio heard,pupils normally need,pupils radios home,pupils togther teachers,put phone stoped,radio attend time,radio available time,radio challenge learners,radio complete information,radio complete session,radio coverage insuficiem,radio coverage learners,radio coverage low,radio even chance,radio every time,radio except phone,radio favorite program,radio follow lessons,radio frequently used,radio functioning due,radio giving quality,radio got spoiled,radio heard parent,radio home enable,radio home listen,radio home look,radio home prevent,radio inside going,radio late due,radio learners daily,radio learning effective,radio learning fast,radio learning reqularly,radio less helpful,radio lesson like,radio lesson limited,radio lesson use,radio lessons begin,radio lessons chance,radio lessons clear,radio lessons cover,radio lessons dad,radio lessons daily,radio lessons engaged,radio lessons everyday,radio lessons hard,radio lessons interactive,radio lessons learn,radio lessons normally,radio lessons quality,radio lessons radio,radio lessons reachable,radio lessons serious,radio lessons short,radio lessons sometimes,radio lessons sufficient,radio lessons systematic,radio lessons teaching,radio lessons want,radio like real,radio locked inside,radio low understand,radio one night,radio others know,radio poor timing,radio program interested,radio program people,radio radio coverage,radio reliable sometimes,radio set home,radio short precise,radio short see,radio sometimes break,radio sometimes one,radio source energy,radio station signals,radio talk fast,radio time phone,radio used face,radio young one,radios available hands,radios committed domestic,radios engage domestic,radios engagement activities,radios family affairs,radios hard understand,radios home number,radios learners areas,radios located areas,radios many area,radios produced noises,rario lessons time,read understand home,reading books notes,real times radio,really learning taking,receive channel well,recently august reason,regular listing radio,reliable sometimes battery,reluctant since schools,reminded study otherwise,repeat since phone,required explanation teachers,requires presence teachers,result closure school,revise engage ment,revising radios produced,right way want,road side casual,rodio enough children,said topics well,said understand lessons,said understand radio,samd work home,saying children going,scattered difficult gethered,school also closed,school close busy,school closed due,school different one,school due break,school functioning due,school going open,school learn one,school radio lessons,school school close,school time daily,school work hard,schools closed due,schools closed learnering,schools functioning well,see examples given,see need read,see teacher like,see teacher one,see teacher teaching,seem interested learning,seems interested radio,seen hence makes,send go bring,serious engage children,serious said understand,sessions attend compare,sharing things using,short fast catch,short fast slow,short hard catch,short precise understand,short radio lessons,short see examples,short slow learners,side casual labour,since engaged activities,since learners time,since radio home,since schools operational,sisters upper classes,sleep early sometimes,slow learners catch,slow learners may,small activity home,small listen radio,somethings difficult alone,sometime hard understand,sometimes battery miss,sometimes caught time,sometimes domestic work,sometimes dry cells,sometimes due whether,sometimes easy get,sometimes engaged activities,sometimes engaged domestic,sometimes family send,sometimes fathers using,sometimes get signal,sometimes girls committed,sometimes grandfather home,sometimes lack radios,sometimes lessons clear,sometimes lessons less,sometimes limit attending,sometimes lock radio,sometimes miss certain,sometimes miss lessons,sometimes missed lesson,sometimes missed lessons,sometimes network doesnt,sometimes one tell,sometimes one within,sometimes open radio,sometimes others radios,sometimes owner means,sometimes parents listening,sometimes phone taken,sometimes radio functioning,sometimes radio home,sometimes radio power,sometimes radio reliable,sometimes sleep early,sometimes taught arabic,sometimes teachers faster,sometimes teachers hurry,sometimes time ask,sometimes time attend,south sudan used,speak faster could,specializing taught radio,specific class since,specific time day,speed radio lessons,spelling hard correct,spend time facebook,spoiled access lessons,start middle time,station hence listen,station sometimes due,staying home bored,staying home time,still small listen,stoped listening program,students busy engaged,students committed activities,students engaged income,studies hard home,studies like school,study otherwise reluctant,studying alone also,studying home hard,subject aired radio,subject taught less,subject taught per,subjects radio program,subjects specializing taught,subjects taught school,sudan used face,supervision tried daughter,sure school reopened,system school different,systematic like lessons,taken away owner,taken domestic work,taking place schools,taking radio lessons,talking lessons discussion,taught per day,taught school radio,taught science arts,tea making road,teacher important learning,teacher like class,teacher one subject,teacher teach covid,teachers also busy,teachers around help,teachers around us,teachers available help,teachers determine whether,teachers help us,teachers radio lesson,teachers sometimes caught,teaching attention teachers,teaching everyday school,teaching made less,teaching past lesson,teaching radio different,teaching radio sometimes,teaching radios hard,teaching rodio enough,tell pick well,tergets primary learners,text books study,things difficult understand,things heard radio,things using phone,think free moment,time allocated enough,time ask questions,time attend radio,time babysitting siblings,time battarries disturbed,time call presentors,time children engaged,time children miss,time committed duties,time concentrate books,time domestic work,time engage home,time engaged activities,time engaged domestic,time enough certain,time enough compared,time enough learners,time enough lesson,time enough lessons,time enough program,time enough radio,time enough understand,time feel discouraged,time follow lessons,time frame short,time get time,time girls engaged,time given favorable,time given learning,time given lessons,time home people,time learners busy,time learners engaged,time learners know,time less time,time lesson enough,time lesson program,time lessons radio,time lessons special,time limited compared,time listen lessons,time listen radio,time listen radios,time listen time,time package lessons,time phone battery,time play home,time playing cards,time practice enough,time program enough,time radio enough,time radio got,time radio home,time radio lesson,time radio program,time radio programs,time reading notes,time revise engage,time revising radios,time school school,time short learners,time short precise,time short radio,time short understand,time sometimes one,time students busy,time taken domestic,time teachers hurry,time time lessons,time time radio,time time teachers,time time time,time watch tv,time well radio,times come started,times domestic work,times engaged activities,times engaged domestic,times feel bored,times hurry poor,times net work,times radio lessons,times teachers hurry,times used heard,timing family members,timing hard one,timing hard sometimes,timing normally hard,timing radio lessons,tobe present better,tomorrow let go,topics well arranged,tried daughter listening,tune radio lessons,understand concepts terms,understand ell lessons,understand english lessons,understand english limited,understand enough studies,understand learning radio,understand radio lessons,understand radios lessons,understand requires presence,understand things heard,understand time engaged,understand time short,understand topics packages,understand well radio,understanding content difficult,understanding hard due,upper classes making,us access online,us failed understand,us listening radio,us studying alone,us teachers determine,us tune radio,use complicated language,used face face,used heard difference,using learning materials,using phone calls,using radio favorite,virus country well,want ask chance,want hear see,way lessons broadcast,weak battery workloads,well arranged according,well unless board,whether affect station,whether children enough,whether doest bring,without guidance even,words required explanation,work affected learning,work allow concentrate,work allowed school,work also prevent,work concentrating books,work garden sometimes,work given children,work good air,work home also,work home come,work home give,work limits study,work prevent studying,work school covid,work school work,work studies hard,working radio home,working without guidance,works especially girls,works lack air,works often home,works time attend,worry stage disease,yet new program,young one concentrates
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
