able make understand,according vice teacher,activities followed teachers,add time every,add time lease,added lesson aired,added two hours,adding radios books,adding subjects air,adding subjects included,adding time covered,additional subjects introduced,afternoon learners garden,air time calling,allocate enough time,allocate time give,allocation make possible,allocation specific station,allow time frame,allowed subjects allow,alone good tv,also child centered,also engage order,also local radio,also replays weekends,also taught radio,among learners also,announce time next,announced every class,announced station every,announcing exact time,announcing time lessons,apart radio lessons,arabic language us,areas around county,areas donating radios,areas provision radios,art subject lessons,ask question online,attend lessons attending,audio records lessons,available smooth coverage,avoid buying cell,avoid issue power,best method learning,bit slow examples,body listen time,body tv home,books radio tape,bring program local,bringing radios school,broadcast increase etc,broadcasted local radio,broadcasting increase time,broadcasting time improving,buy phone every,buying cell time,call improving network,call line made,call line teachers,call sometimes students,call station clarification,calls many learners,candidates provided phones,cards distributed schools,carer slow learners,carry radio lesson,cater slow learner,cater slow learners,cell time table,chance ask question,chance asking question,chance asking questions,chance free call,change evening afternoon,changed every time,changed radio lessons,charging materials improvement,children children spoil,children continue learning,children given radios,children good things,children spoil radio,class end every,class finish planned,classes especially upper,classes people home,classes radio coverage,classes sms introduced,cleaned whenever dirty,clear explanation teaching,clear lessons hooked,clear repeat lesson,clear summary clear,clearly keep repeating,clearly one understand,contain free hotline,continuity radio lessons,could improved radio,could improved teachers,counties easy access,county hq easy,courage well radio,coverage areas around,coverage areas concern,coverage around areas,coverage extension locations,coverage good power,coverage improve teachers,coverage locations especially,coverage radio time,coverage reach location,coverage rural areas,coverage strong everyone,coverage subject must,coverage toll free,coverage widen improve,coverages covered areas,coverages reach villages,cre lesson also,decentralizing programs various,different time every,distribute radio every,distribute radios learner,distribute radios school,distribute radios teaching,distributed school learners,distributed schools across,distributed students able,distributes radios learners,distributing phone call,distributing radios area,distributing radios distributing,distributing radios learner,distributing radios learners,distributing radios recording,distributing radios teaching,distribution improving net,distribution radio house,distribution radio provision,distribution radios communities,distribution radios every,distribution radios house,distribution radios important,distribution radios parents,distribution radios pupils,distribution radios schools,distribution radios student,distribution radios students,distribution radios villages,distribution rdios students,distribution solar radios,donating radios homes,done good trial,done tv spelling,door door teaching,drawn according level,due improve education,duration radio need,easy access learners,eg good well,emphasize radio distributed,employ teachers follow,encouraged door door,end every lesson,energy avoid issue,engage order couch,english local languages,enough air time,enough chance asking,enough power supply,enough present radio,enough radios solar,enough time allocated,enough time allowed,enough time least,enough time lesson,enough time program,enough time quality,enough time radio,enough time teachers,enough time time,especially rural areas,especially upper primary,even local population,even teacher learning,evening afternoon learners,evening learners engaged,evening students know,ever body tv,every body listen,every class end,every class finish,every evening students,every household everyone,every household learners,every learner radio,everyone listening radio,everyone must radio,everyone position learning,everyone reach need,exact time lessons,examples repeat steps,experience teachers one,explain clearly keep,explain clearly one,explanation increase two,explanation teaching teachers,explanations enough time,explanations subject needed,extend coverage locations,extend radio programme,extend service school,extend service village,extend time reduce,extended hours lease,extended local radio,extended minutes one,extended one hour,extended two hours,extending rural areas,extension learning time,extension needs radios,extension network coverage,extension program rural,extension provision radios,extension radio coverage,extension rural areas,extension time subjects,extent fm counties,extent people counties,extent time long,facilitators eg good,facilitators fast pronunciations,facilitators little bit,fast order us,fast pronunciations clear,fine tune radio,finish planned lesson,first learner second,fixed changed every,flash cards distributed,fm also local,fm counties easy,fm need involved,fm radio station,follow learner guide,follow learners attend,followed teachers involved,frame hrs per,free call sometimes,free hotline fm,free line provision,free number repeated,free radio include,frequency improve radio,frequency provide radios,full power provision,garden radio including,get clear information,get lessons well,get teachers make,get time added,give feedback learners,give lessons radio,give note questions,give people radios,give time learning,give time participants,give us radio,given chance free,given chance teach,given enough time,given every household,given learner participate,given learners call,given per subject,given radio lessons,given teachers lessons,gives chance asking,giving chance asking,giving enough chance,giving people chance,giving time lesson,giving time radio,giving us radios,go fast order,go phase learners,good listen see,good listening lesson,good network full,good network time,good program keep,good remarks facilitators,good trial toll,good tv would,good understand teacher,good well done,government distribute radio,government distributes radios,government supply learners,government supply radio,group every body,guide learner radio,guide learners teachers,guide reduce speed,guided teachers improve,guided teachers pronunciations,half evening least,help children studies,help dropped children,home learner see,home shall understand,hooked local radio,hotline fm also,hour half evening,hours per lesson,house hold radios,house teacher slow,household everyone position,household learners access,household radio home,hq easy access,hrs per lessons,impover coverage around,impover network extend,improve frequency provide,improve hard subjects,improve increasing broadcasting,improve network coverage,improve program classroom,improve pronunciation spelling,improve pronunciation words,improve quality network,improve quality radio,improve quality signal,improve radio distributed,improve radio provided,improve something new,improve talk radio,improve teachers taken,improve timetable lessons,improved announcing exact,improved announcing time,improved including classes,improved network channel,improved radio need,improved radio stations,improved repeat lessons,improved teachers learners,improved time needs,improvement charging materials,improvement extension radio,improvement network provision,improvement radio coverage,improvement radio program,improving net work,improving network coverage,improving network etc,improving telephone network,include local languages,included radio lessons,including classes radio,including stations state,including subjects taught,incorporate subjects like,increase number lesson,increase radios provide,increase teacher time,increase teachers also,increase teaching time,increase time also,increase time lesson,increase time phone,increase time questions,increase two hours,increased least pick,increased professional teachers,increasing broadcasting time,increasing duration lessons,instead lessons radio,instructor reduce sometimes,interactions needed better,introduce arts subject,introduced locals radio,introduced p_ good,introducing subjects missing,introduction clear summary,involved carry radio,involved radio lessons,keep repeating understand,keeps us busy,kids included program,know could improved,know lessons could,know program next,know timebfor lesson,lacal radio stations,lack radio within,language changed arabic,language need involved,language us lower,languages emphasize radio,languages radio lessons,last topic ask,learner among pupils,learner guide reduce,learner need radios,learner radio program,learner second learners,learner see written,learner understand incorporate,learners also child,learners among learners,learners attend lessons,learners engaged work,learners extension learning,learners garden radio,learners groups individual,learners let know,learners listening radio,learners local radios,learners phones communication,learners provided radios,learners recap enough,learners teachers slow,learners time lessons,learners without access,learning asking questions,learning ways used,lease two three,least hours day,least one hour,least pick calls,lesson also taught,lesson employ teachers,lesson every day,lesson kids included,lesson need increased,lesson one hour,lesson provide radios,lesson radio cover,lesson reduce speed,lesson time table,lessons bore learners,lessons call station,lessons could improved,lessons distributing radios,lessons distribution radios,lessons evening learners,lessons evening pm,lessons guided teacher,lessons guided teachers,lessons help dropped,lessons hooked local,lessons improve increasing,lessons improved radio,lessons introduced tv,lessons mark give,lessons must repeated,lessons nextwork courage,lessons radio marry,lessons radio trained,lessons recorded broadcasted,lessons repeated several,lessons replay always,lessons run day,lessons saving flash,lessons secondary introduced,lessons secondary students,lessons shall heard,lessons short time,lessons something one,lessons speak slowly,lessons subjects taught,lessons supply many,lessons supply radios,lessons time broadcasting,lessons time increase,lessons two three,let know timebfor,let lessons time,level every body,level providing radios,like cre others,like math repeated,line contain free,line made free,line provision radio,line teachers radio,listen radio times,listen time comes,listening alone good,listening care fully,listening lesson air,listening radio lessons,little bit slow,local language need,local languages emphasize,local languages radio,local population provided,local radio stations,local radios involved,local radios part,local radios participate,location guide learners,locations especially rural,lower classes people,lower upper classes,machines voice projection,made coverage stronger,make follow learners,make network stronger,make possible meditation,make radio clear,make radio signal,make signal powerful,make understand learner,many radios distributed,many radios parents,many radios school,mark give feedback,math taught radio,mathematics given enough,minutes one lesson,missing radio lessons,mix english arabic,mobile network installed,moderators carer slow,much time given,must radio home,need adding time,need coverage strong,need coverages covered,need cre lesson,need enough time,need extended minutes,need fine tuning,need get teachers,need given learners,need good explanation,need impover network,need improved network,need local language,need provided learner,need radio coverage,need radio distributed,need radio teaching,need radios available,need radios copied,need scheduled lesson,need special radio,need subject like,need subject taught,need support teachers,need teacher go,need teachers teach,need time exercise,need time lesson,need time practice,need time table,needed better understanding,needed radio lessons,needs every learner,needs everyone radio,needs extended areas,needs extension areas,needs extension network,needs provision radios,needs radio level,needs radios learners,needs radios provided,net work coverage,net work improved,net work provides,network coverage extension,network full power,network gives chance,network giving enough,network improvement charging,network installed county,network need improvements,network needs improved,network provision radios,network repeated lessons,network stronger repeat,network ti covered,network time provision,next lesson every,nextwork courage well,nothing changed radio,nothing improve something,number lesson radio,number repeated many,okay radio lessons,one hour half,one lesson time,one radio station,online classes especially,opened every county,opened radio lessons,opened stop radio,opened understand well,order cater slow,order couch students,order improve radio,order us get,p_ good remarks,parents learners phones,participants ask questions,participate giving lessons,people chance ask,people get clear,people home shall,people radios study,period increase teacher,periods time increased,phase learners listening,phase learners recap,phone call improving,phone every pupil,phone line contain,phone radio home,phones radio lessons,pick calls many,population provided radios,possible provided parent,power avoid buying,power bank charging,power power bank,power provision radios,practice new words,present radio lessons,presenter able make,presenting lesson reduce,presenting lessons radio,primary secondary school,privion radio households,problem things clear,professional teachers given,program classroom better,program extension coverage,program guide learner,program keep learning,program local radio,program next day,program rural areas,programs aired daily,programs various states,pronunciation spelling words,pronunciation words time,pronunciations clear lessons,proper repair needed,proper tunning radio,provide power school,provide radio solar,provide radios learners,provide radios provide,provide radios reducing,provide radios schools,provide radios strengthen,provide radios student,provide radios students,provide subjects broadcast,provide time table,provide us physical,provided every household,provided phones radio,provided school continue,provides net works,provides teachers must,providing power solar,providing radio pupils,providing radio students,providing radios carrying,providing radios made,providing radios repeated,providing radios repeating,providing radios schools,provision enough radios,provision free line,provision good network,provision power charging,provision radio community,provision radio power,provision radio pupils,provision radio student,provision radios community,provision radios every,provision radios extension,provision radios families,provision radios household,provision radios learners,provision radios parents,provision radios school,provision radios schools,provision radios students,provision radios teachers,provision solar power,provision text books,provisions radios learners,pupils get well,put county hq,qualified teachers teach,quality teachers engaged,quality teachers english,question online classes,questions increase radios,questions reduced explain,radio clear repeat,radio cover villages,radio coverage area,radio coverage improve,radio coverage learners,radio coverage reach,radio coverage rural,radio coverage widen,radio distributed learners,radio distributed schools,radio distributed students,radio every household,radio first learner,radio given students,radio house teacher,radio include lesson,radio including stations,radio learners important,radio learners school,radio learners without,radio lessons call,radio lessons continue,radio lessons could,radio lessons distributing,radio lessons guided,radio lessons help,radio lessons improve,radio lessons improved,radio lessons introduced,radio lessons mark,radio lessons nextwork,radio lessons ok,radio lessons shall,radio lessons something,radio lessons subjects,radio lessons vital,radio marry fm,radio need coverages,radio need extended,radio need provided,radio needs repaired,radio people get,radio program extension,radio program guide,radio program ok,radio programme villages,radio provided every,radio provision solar,radio radio lessons,radio signal stronger,radio solar energy,radio station built,radio station opened,radio stations even,radio stations teachers,radio stations used,radio stations would,radio time frame,radio trained cater,radio within possible,radios available smooth,radios books pens,radios call line,radios carrying awareness,radios children children,radios copied textbook,radios distributed people,radios distributing phone,radios distribution improving,radios every learner,radios every student,radios everyone reach,radios extension radio,radios given every,radios given everyone,radios given learners,radios given schools,radios house hold,radios important thing,radios involved carry,radios learners extension,radios learners groups,radios learners local,radios learners time,radios made coverage,radios parents families,radios parents learners,radios part program,radios participate giving,radios provide power,radios provide subjects,radios provided everyone,radios provided learner,radios provided school,radios provides work,radios recording lesson,radios reducing speeding,radios repeated lessons,radios repeating lesson,radios school children,radios slow lecturing,radios solar power,radios strengthen signal,radios student radio,radios students make,radios students power,radios students repeating,radios students solar,radios study home,radios teachers go,radios teaching always,radios teaching slowly,reach location areas,reach need radios,recap enough time,recap last topic,recorded broadcasted local,records lessons saving,reduce sometimes lack,reduce speed learner,reduce speed teaching,reduced explain clearly,reduced sometimes lessons,reducing speed speech,reducing speeding provide,remarks facilitators eg,reopen schools instead,reopened need radio,reopening school children,repeat lessons miss,repeat lessons speak,repeat steps three,repeated many times,repeated several times,repeating lessons supply,repeating lessons two,repetition lessons distribution,run whole day,rural areas donating,rural areas provision,saving flash cards,school children continue,school children good,school continue listening,school level providing,school math taught,school opened radio,schools across country,schools instead lessons,schools opened stop,schools opened understand,schools radio togather,schools reopened children,schools reopened need,secondary school math,secondary students also,see written blackbord,sensitize learners let,service school level,service village level,shall understand teaching,short time lessons,signal network repeated,simple english local,slow examples repeat,slow explanations enough,slow explanations subject,slow learner among,slow learners among,slow lecturing speed,slow order cater,slow pronunciations clear,slow pupils get,sms introduced p_,solar energy avoid,solar power charging,solar power power,solar radios students,something one hour,sometimes lack radio,sometimes lessons bore,sometimes network problems,sometimes students enough,special radio radio,specific station lesson,specified location guide,speed instructor reduce,speed learner understand,speed speech lessons,speeding provide power,speeding provide radios,spelling seen done,spend radio lessons,stable coverage good,states give lessons,states lacal radio,station built teaching,station every evening,station opened every,stations even local,stations state level,stations teachers trained,stations used program,stations would catch,staying school help,steps three times,stop radio program,stop study radio,strong everyone listening,stronger repeat lessons,student radio solar,student radios call,students able learn,students also included,students enough air,students given chance,students know program,students make radio,students power avoid,students repeating lessons,students solar power,study radio lessons,subject announced station,subject lessons introduce,subject like cre,subject must considered,subject needed presentors,subject taught like,subject time table,subjects allow time,subjects broadcast increase,subjects included radio,subjects like math,subjects missing radio,subjects need introduced,subjects taught radio,supply learners radios,supply many radios,supply radios repeating,supply radios slow,supply student radios,support teachers improve,suppose keep going,table announced learner,table change evening,table need scheduled,table target group,taken states give,talk radio first,target group every,taught like cre,taught radio lessons,teacher go slowly,teacher learning lessons,teacher slow pupils,teacher time table,teachers also engage,teachers engaged teaching,teachers english lessons,teachers explain clearly,teachers facilitators fast,teachers facilitators little,teachers fluent audible,teachers follow learner,teachers given chance,teachers go fast,teachers go phase,teachers go slowly,teachers improve hard,teachers improve pronunciations,teachers involved radio,teachers lessons daily,teachers make follow,teachers must slowly,teachers need included,teachers one teach,teachers presenting lesson,teachers presenting lessons,teachers pronunciations clear,teachers radio program,teachers radio stations,teachers share learners,teachers slow order,teachers slow pronunciations,teachers specified location,teachers taken states,teachers teach radio,teachers teach us,teachers trained guide,teachers trained radio,teachers uses simple,teaching teachers radio,telephone network gives,telephone network giving,text books radio,things translated arabic,three times timetable,ti covered area,time added lesson,time added two,time allocated classes,time allocation make,time allowed subjects,time also replays,time boardcasting increase,time broadcast extended,time broadcasting added,time broadcasting increase,time covered learner,time explanation increase,time extended hours,time extended one,time extended pm,time extended two,time fixed changed,time frame hrs,time give note,time given learner,time given per,time given radio,time given teachers,time improving network,time increase teachers,time increased least,time increased professional,time introduce arts,time learning asking,time lease two,time least one,time lesson considered,time lesson employ,time lesson need,time lesson provide,time lessons everyday,time lessons increased,time lessons short,time need given,time needed explanation,time needed radio,time needs increased,time next lesson,time participants ask,time period increase,time phone line,time practice new,time provision power,time quality teachers,time questions increase,time radio lesson,time radio lessons,time reduce speed,time reduced sometimes,time spend radio,time subject announced,time table announced,time table change,time table need,time table subject,time table target,time teachers share,time time extended,timebfor lesson provide,times network good,times timetable lower,timetable announced every,timetable drawn according,timetable lower upper,toll free number,toll free provides,topic ask question,trained cater slow,trained guide learner,trained radio program,translated local language,trial toll free,tune radio people,tune radio properly,tv home learner,tv spelling seen,tv would good,two hours per,two three hours,two three times,understand incorporate subjects,unless children given,update school children,upper classes sms,upper primary secondary,us get lessons,us lower classes,us physical radio,us radio schools,use arabic language,use local stations,use simple language,used apart radio,used local languages,used program teaching,uses simple english,using machines voice,using simple language,various states lacal,village level every,way best method,way improve program,ways used apart,well done good,well radio lesson,widen improve quality,within possible provided,without access radio,words time allocation,work coverage toll,work improved time,work provides teachers,would catch learners,would good listen,yes announce time
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
